|normal|no_clean
225|Equality isn't a zero-sum game. pic.twitter.com/Gj2V95WzPO|4.85
226|Five months is long enough. It's time for a fair hearing and an up-or-down vote. pic.twitter.com/PyMjLh8UJ8|5.412000000000001
227|Senate leaders continue to obstruct a full Supreme Court and it must stop add your name if you agree: http:// ofa.bo/2b9zJNr #DoYourJob|5.448333333333333
228|Read what major news outlets are saying about the critical need for a fully functioning Supreme Court: http:// ofa.bo/2aKonLZ|5.305714285714286
229|20 million more insured 15 million new jobs A global climate agreement Let's keep it going: http:// ofa.bo/2b1PiW6|6.314
230|Don't let misinformation go unchallenged. Join the @OFA Truth Team and get the facts to fight back: http:// ofa.bo/2b1I5oR|5.084444444444445
231|Being cynical is easy. It's having hope in the face of adversity that's hard but essential. pic.twitter.com/60rtFlFjWp|5.645
232|Grab one of these for all your progressive organizing travels. http:// ofa.bo/2b6Wr8X pic.twitter.com/UlT5Wszne5|5.577142857142857
233|Don't let the cynics win. Keep pushing for change with @OFA . http:// ofa.bo/2aBnl9u|5.166666666666666
234|We've accomplished so much as a movement and it's thanks to the power of organizing. pic.twitter.com/9VIhARMNvL|5.678181818181819
235|Judge Garland has now waited 146 days. That's shameful and irresponsible. #DoYourJob pic.twitter.com/JaP7YUQyOV|5.133333333333334
236|Senate leaders are hamstringing our Supreme Court. This obstruction is unprecedented and unacceptable: http:// ofa.bo/2b4cPXL #DoYourJob|5.574999999999999
237|Editorial boards from across the country have called on Senate leaders to fill the Supreme Court vacancy. http:// ofa.bo/2axXIq3|5.423333333333335
238|President Obama has done more to improve energy efficiency than any previous U.S. leader. http:// ofa.bo/2b1FGfp #ActOnClimate|5.803
239|Adding clean energy jobs is another way the U.S. is continuing to #ActOnClimate . pic.twitter.com/EbM6XUrDRW|5.696000000000001
240|Show your support for bold action to fight climate change. http:// ofa.bo/2b1kV3k #ActOnClimate|5.297499999999999
241|Americans across the country agree that we need bold action in the fight against climate change. #ActOnClimate pic.twitter.com/znuajZ6CmE|5.220000000000001
242|These extreme records aren't a fluke climate change is largely caused by human activity. http:// ofa.bo/2azFXCj #ActOnClimate|5.298
243|"""Team USA reminds the world why America always sets the gold standard.""  President Obama http:// ofa.bo/2auHwRO"|5.7475000000000005
244|President Obama reflects on his experience as a feminist and his hopes to continue building toward gender equality. http:// ofa.bo/2aB6Lrl|5.746153846153845
245|Today's jobs report underscores what we know to be true: America's economy is the strongest in the world. pic.twitter.com/iXJjuWeOB6|5.336666666666667
246|This is a good thing for American workers and businesses but there's more work to do. pic.twitter.com/QGb6k0pwPr|5.556363636363637
247|Our economy is continuing its comeback. Let's keep up the progress. pic.twitter.com/qUPGBzkqQ5|5.322857142857141
248|The economy added 255,000 jobs in July a record-breaking 77 months of private-sector job growth.|5.434285714285714
249|It s President Obama s last birthday in office d on t forget to sign  the card. http:// ofa.bo/2ayv2hY|5.1466666666666665
250|Keep that smile going strong. Wish President Obama a happy 55th birthday today: http:// ofa.bo/2aycNcd pic.twitter.com/G2qXz14MS1|6.63
251|Make President Obama's last birthday in office extra special. Sign the card: http:// ofa.bo/2aTo9WO #TBT pic.twitter.com/eEqqEJ114i|5.6066666666666665
252|The Clean Power Plan is one of the biggest steps forward in the fight to #ActOnClimate . pic.twitter.com/UBXPe98NUF|5.1036363636363635
253|One last birthday as Organizer-in-Chief. Help make it a good one sign the card now: http:// ofa.bo/2axr4Gg pic.twitter.com/5CDfypnatQ|5.655555555555556
254|Birthday game: stronger. Wish President Obama a happy 55th. http:// ofa.bo/2aV0WSg pic.twitter.com/fs6mKxiGAf|6.7700000000000005
255|From the Clean Power Plan to the Paris Climate Agreement, the U.S. is leading the way in the fight to #ActOnClimate . pic.twitter.com/aBMaZdrgGB|5.010000000000001
256|Don't sleep on this the President's birthday is tomorrow. Sign the card now: http:// ofa.bo/2aJj9lT pic.twitter.com/gnVYxrg3Xx|6.0633333333333335
257|Today is the one-year anniversary of the Clean Power Plan show your support in the fight to #ActOnClimate . http:// ofa.bo/2av5KRJ|5.170000000000001
258|The Clean Power Plan will cut carbon pollution from power plants by 32 percent by 2030. #ActOnClimate pic.twitter.com/UDp2Ti5ji1|5.086000000000001
259|Show President Obama some love on his 55th birthday sign the birthday card. http:// ofa.bo/2almPI6 pic.twitter.com/Bxl1FsOVFd|6.22
260|Step 1: Sign President Obama's birthday card. Step 2: Celebrate. http:// ofa.bo/2asC8nW pic.twitter.com/9tW6bxDIiT|7.78
261|Senate leaders are weakening our highest court by refusing to vote on Judge Garland. http:// ofa.bo/2ajlr8N #DoYourJob|5.446666666666666
262|It has been a record-breaking 139 days since Judge Garland was nominated and still no hearing or vote. #DoYourJob pic.twitter.com/IX6RxQ300I|5.0636363636363635
263|Supreme Court seats: 9 Current number of Justices: 8 Number of hearings/votes on President Obama's nominee: 0 http:// ofa.bo/2aPJMW1|5.185
264|44 is turning 55. Celebrate sign the card. http:// ofa.bo/2arQcOz|5.16
265|Judge Garland should get a fair hearing and an up-or-down vote from the Senate. Speak out. http:// ofa.bo/2aDY78a #DoYourJob|5.519999999999999
266|The Supreme Court still needs a ninth justice, but Senate leaders are still refusing to do their jobs. #DoYourJob pic.twitter.com/HmgNHkz7e8|5.169090909090909
267|55? May be time for some new material. Join @OFA in wishing President Obama happy birthday. http:// ofa.bo/2aM22Qh pic.twitter.com/43jKdxP6Ys|6.127500000000001
268|Keep up with the issues that matter to you. Spread the facts. Join the @OFA Truth Team. http:// ofa.bo/2aoWONT pic.twitter.com/SDHeeVPnlR|5.113333333333334
269|"""We all have to do our job. The President has done his. Senate Republicans must do theirs.""   @VP Biden http:// ofa.bo/2akk9jJ #DoYourJob"|5.684444444444444
270|Sign the card and wish President Obama a happy birthday. http:// ofa.bo/2azUsdv pic.twitter.com/0dkapeIOjR|6.063333333333333
271|In the weekly address, retired Federal Judge Timothy Lewis joins @VP Biden to discuss the #SCOTUS vacancy. http:// ofa.bo/2akk9jJ|5.223333333333334
272|Before their obstruction of President Obama's nominee, these six senators voted to confirm Judge Garland. pic.twitter.com/xiGIdD2Ask|5.168571428571428
273|Add your name if you think the Supreme Court is no place for partisan political games: http:// ofa.bo/2auVlDO #DoYourJob|5.18
274|It's been a record-breaking 135 days since President Obama nominated Judge Garland. The obstruction must end. pic.twitter.com/0P8jRkYUCq|5.220000000000001
275|Help President Obama celebrate his 55th birthday by signing @OFA 's card today: http:// ofa.bo/2aDOcz5 pic.twitter.com/RZuTbsfesr|6.142857142857143
276|Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: http:// ofa.bo/2afsLYI|5.4399999999999995
277|Wildfire seasons are getting longer, more dangerous, and more expensive. We need to do more to #ActOnClimate . http:// ofa.bo/2au2V07|5.645454545454546
278|Fighting for progress never goes out of style. Get your @OFA Classic Tee: http:// ofa.bo/2aqxWDx pic.twitter.com/UsSmzlKW4z|5.177142857142857
279|It's time to offer serious solutions on how to build on #Obamacare 's progress not take it away. pic.twitter.com/rw69A5Jybh|5.426153846153847
280|We've made a lot of progress, but there's still more work to do. pic.twitter.com/CjniZ7ZTTn|5.300000000000002
281|Thanks to #Obamacare , millions of Americans have gained the coverage they need. Say you're proud. http:// ofa.bo/2aqDjBj|5.666666666666666
282|Six years later, and Republican leaders still have no credible #Obamacare alternative. pic.twitter.com/Y6yMqo4bEe|5.136666666666667
283|It's the mark of the movement wear it proud. Get yours today: http:// ofa.bo/2auZdmy pic.twitter.com/WkXpfoMdMm|5.273333333333333
284|Judge Garland is a well qualified nominee. Senate leaders' refusal to even give him a hearing is unacceptable. pic.twitter.com/So0px3M6pr|5.708181818181818
285|Let's be clear: #Obamacare is working and helping millions of Americans. pic.twitter.com/OVZqdsjkOn|5.859999999999999
286|97 percent of climate scientists agree climate change is real and man-made. Stand up for bold action: http:// ofa.bo/2a8V4rM #ActOnClimate|5.652727272727272
287|It's easy to be cynical, but there's no challenge we can't overcome. #ActOnClimate pic.twitter.com/OeUW6YqvLc|5.106666666666667
288|Add your name if you think we need common-sense legislation to prevent gun violence. http:// ofa.bo/2a6PwhE #DisarmHate|5.174545454545454
289|Actively ignoring this epidemic is unacceptable. Congress has to act. #DisarmHate pic.twitter.com/n46r7RDnQI|5.1
290|Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy. http:// ofa.bo/2a6q4IP|5.342857142857143
291|Restoring the Supreme Court to full strength must remain above Senate leaders' petty politics. #DoYourJob pic.twitter.com/H5EWm5gQug|5.6971428571428575
292|The federal minimum wage hasn't been raised since 2009. $7.25 isn't enough to make ends meet we need to #RaiseTheWage .|5.062857142857143
293|"""Our economy is stronger today than it was before the crisis.""  President Obama http:// ofa.bo/2a8qop4"|5.260000000000001
294|In the weekly address, @SenWarren joins President Obama to discuss economic progress and Wall Street reform. http:// ofa.bo/2a8qop4|5.58
295|Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy: http:// ofa.bo/2aek4uj|5.342857142857143
296|A reminder for Senate leaders: Judge Garland has had strong bipartisan support in the past. #DoYourJob pic.twitter.com/dFjboU0TYX|5.5825
297|Ida is one of the millions of people getting new opportunities to go solar and save money. Find out more: http:// ofa.bo/2a2SyBT|5.766250000000001
298|Our economy is making real progress. pic.twitter.com/xBgqyYEoG0|5.645
299|By almost every economic measure, our economy is better off than it was eight years ago. pic.twitter.com/iWSkzgSIkG|5.176923076923076
300|America s businesses have created more than 14 million new private-sector jobs over 76 straight months. pic.twitter.com/e4a5X2bv0j|5.99
301|For three years in a row, heat records have been broken across the globe. We have to #ActOnClimate now. http:// ofa.bo/29VhPcv|5.116923076923077
302|Make your voice heard: The Senate must fill the vacancy on the Supreme Court. http:// ofa.bo/b6Ix #DoYourJob|5.342857142857143
303|Today marks 125 days since Judge Garland's nomination the longest time in history from nomination to confirmation. pic.twitter.com/9qff6NdrmR|5.5
304|Editorial boards across the country are calling on Senate leaders to fill the Supreme Court vacancy. Read more: http:// ofa.bo/ugu|5.398181818181819
305|The majority of Americans believe Judge Garland should get a fair hearing add your name if you agree. http:// ofa.bo/vj3 #DoYourJob|5.740000000000001
306|Read President Obama's op-ed in the @WSJ on the need for Senate leaders to fill the #SCOTUS vacancy: http:// ofa.bo/jAPj #DoYourJob|5.234545454545455
307|Happening now: President Obama is delivering a statement on the shooting in Baton Rouge. http:// ofa.bo/z0ir|4.891428571428571
308|Happening now: President Obama is delivering remarks at the Diplomatic Corps Reception. http:// ofa.bo/jAPb|4.984999999999999
309|Tonight: President Obama joins a town hall discussion on communities and policing. Watch at 8 p.m. ET on @ABC : http:// ofa.bo/b6IY|5.488888888888889
310|Stay in touch with the latest news join the @OFA Truth Team: http:// ofa.bo/b6IX pic.twitter.com/4JlimjSOUx|5.6066666666666665
311|Check out @VP Biden on the Supreme Court vacancy and Senate Republicans  continued obstruction. http:// ofa.bo/iATs #DoYourJob|5.116
312|Watch President Obama deliver remarks at the #DallasMemorial service yesterday. http://www. snappytv.com/tc/2352062|5.4
313|President Obama is delivering remarks at an interfaith memorial service for the fallen police officers in Dallas. http:// ofa.bo/c6Bk|4.961666666666666
314|At 1:40 p.m. ET, President Obama will be speaking at a memorial service for the fallen police officers in Dallas. http:// ofa.bo/b6HH|5.189230769230769
315|Happy Fourth of July. pic.twitter.com/AQHiti7Yye|4.94
316|"""Just imagine the peace and justice that would be possible in our world if we all lived a little more like Elie Wiesel.""  President Obama"|5.934999999999998
317|Watch President Obama share a #FourthOfJuly message in the weekly address. http:// ofa.bo/gALg|5.646666666666667
